contractSymbol,strike,Time to Maturity (Years),fairPrice
SPXW241210C05000000,5000.0,0.06575342465753424,892.0
SPXW241210C05300000,5300.0,0.06575342465753424,595.2
SPXW241210C05500000,5500.0,0.06575342465753424,398.9
SPXW241210C05525000,5525.0,0.06575342465753424,377.05
SPXW241210C05550000,5550.0,0.06575342465753424,353.45
SPXW241210C05575000,5575.0,0.06575342465753424,330.05
SPXW241210C05600000,5600.0,0.06575342465753424,306.85
SPXW241210C05640000,5640.0,0.06575342465753424,270.4
SPXW241210C05660000,5660.0,0.06575342465753424,252.45000000000002
SPXW241210C05690000,5690.0,0.06575342465753424,226.05
SPXW241210C05700000,5700.0,0.06575342465753424,216.05
SPXW241210C05720000,5720.0,0.06575342465753424,200.35000000000002
SPXW241210C05730000,5730.0,0.06575342465753424,191.9
SPXW241210C05740000,5740.0,0.06575342465753424,183.6
SPXW241210C05750000,5750.0,0.06575342465753424,175.45
SPXW241210C05760000,5760.0,0.06575342465753424,167.3
SPXW241210C05775000,5775.0,0.06575342465753424,155.4
SPXW241210C05800000,5800.0,0.06575342465753424,136.14999999999998
SPXW241210C05850000,5850.0,0.06575342465753424,99.95
SPXW241210C05900000,5900.0,0.06575342465753424,69.2
SPXW241210C05920000,5920.0,0.06575342465753424,58.45
SPXW241210C05925000,5925.0,0.06575342465753424,55.95
SPXW241210C05930000,5930.0,0.06575342465753424,53.45
SPXW241210C05970000,5970.0,0.06575342465753424,36.15
SPXW241210C05975000,5975.0,0.06575342465753424,34.2
SPXW241210C05980000,5980.0,0.06575342465753424,32.45
SPXW241210C06000000,6000.0,0.06575342465753424,26.05
SPXW241210C06010000,6010.0,0.06575342465753424,23.2
SPXW241210C06050000,6050.0,0.06575342465753424,14.25
SPXW241210C06060000,6060.0,0.06575342465753424,12.5
SPXW241210C06075000,6075.0,0.06575342465753424,10.35
SPXW241210C06100000,6100.0,0.06575342465753424,7.4
SPXW241210C06125000,6125.0,0.06575342465753424,5.1
SPXW241210C06150000,6150.0,0.06575342465753424,3.5999999999999996
SPXW241210C06175000,6175.0,0.06575342465753424,2.525
SPXW241210C06200000,6200.0,0.06575342465753424,1.75
SPXW241210C06250000,6250.0,0.06575342465753424,0.925
SPXW241210C06300000,6300.0,0.06575342465753424,0.575
SPXW241210C06400000,6400.0,0.06575342465753424,0.325
SPXW241210C06500000,6500.0,0.06575342465753424,0.25
SPXW241210C06600000,6600.0,0.06575342465753424,0.22
SPXW241210C06800000,6800.0,0.06575342465753424,0.37
SPXW241210C07000000,7000.0,0.06575342465753424,0.22
SPXW241211C04900000,4900.0,0.0684931506849315,992.15
SPXW241211C05000000,5000.0,0.0684931506849315,892.95
SPXW241211C05575000,5575.0,0.0684931506849315,332.29999999999995
SPXW241211C05600000,5600.0,0.0684931506849315,309.25
SPXW241211C05620000,5620.0,0.0684931506849315,291.0
SPXW241211C05680000,5680.0,0.0684931506849315,237.55
SPXW241211C05700000,5700.0,0.0684931506849315,220.3
SPXW241211C05710000,5710.0,0.0684931506849315,211.75
SPXW241211C05725000,5725.0,0.0684931506849315,199.15
SPXW241211C05730000,5730.0,0.0684931506849315,194.39999999999998
SPXW241211C05760000,5760.0,0.0684931506849315,170.5
SPXW241211C05770000,5770.0,0.0684931506849315,162.6
SPXW241211C05775000,5775.0,0.0684931506849315,158.64999999999998
SPXW241211C05780000,5780.0,0.0684931506849315,154.8
SPXW241211C05800000,5800.0,0.0684931506849315,139.5
SPXW241211C05825000,5825.0,0.0684931506849315,121.2
SPXW241211C05850000,5850.0,0.0684931506849315,103.35
SPXW241211C05890000,5890.0,0.0684931506849315,78.3
SPXW241211C05900000,5900.0,0.0684931506849315,72.65
SPXW241211C05925000,5925.0,0.0684931506849315,59.2
SPXW241211C05930000,5930.0,0.0684931506849315,56.7
SPXW241211C05950000,5950.0,0.0684931506849315,47.400000000000006
SPXW241211C05960000,5960.0,0.0684931506849315,43.15
SPXW241211C05975000,5975.0,0.0684931506849315,37.349999999999994
SPXW241211C05980000,5980.0,0.0684931506849315,35.3
SPXW241211C06000000,6000.0,0.0684931506849315,28.85
SPXW241211C06010000,6010.0,0.0684931506849315,25.7
SPXW241211C06020000,6020.0,0.0684931506849315,23.0
SPXW241211C06025000,6025.0,0.0684931506849315,21.75
SPXW241211C06040000,6040.0,0.0684931506849315,18.299999999999997
SPXW241211C06050000,6050.0,0.0684931506849315,16.3
SPXW241211C06060000,6060.0,0.0684931506849315,14.399999999999999
SPXW241211C06075000,6075.0,0.0684931506849315,11.95
SPXW241211C06100000,6100.0,0.0684931506849315,8.8
SPXW241211C06150000,6150.0,0.0684931506849315,4.4
SPXW241211C06175000,6175.0,0.0684931506849315,3.2
SPXW241211C06200000,6200.0,0.0684931506849315,2.25
SPXW241211C06300000,6300.0,0.0684931506849315,0.7
SPXW241211C06400000,6400.0,0.0684931506849315,0.35
SPXW241211C06500000,6500.0,0.0684931506849315,0.25
SPXW241211C06600000,6600.0,0.0684931506849315,0.22
SPXW241211C07000000,7000.0,0.0684931506849315,0.1
SPXW241211C07200000,7200.0,0.0684931506849315,0.3
SPXW241212C04900000,4900.0,0.07123287671232877,992.95
SPXW241212C05000000,5000.0,0.07123287671232877,893.8
SPXW241212C05450000,5450.0,0.07123287671232877,452.1
SPXW241212C05500000,5500.0,0.07123287671232877,404.4
SPXW241212C05600000,5600.0,0.07123287671232877,311.2
SPXW241212C05700000,5700.0,0.07123287671232877,222.6
SPXW241212C05710000,5710.0,0.07123287671232877,214.05
SPXW241212C05720000,5720.0,0.07123287671232877,205.64999999999998
SPXW241212C05725000,5725.0,0.07123287671232877,201.5
SPXW241212C05730000,5730.0,0.07123287671232877,197.35
SPXW241212C05750000,5750.0,0.07123287671232877,180.95
SPXW241212C05760000,5760.0,0.07123287671232877,172.95
SPXW241212C05775000,5775.0,0.07123287671232877,161.10000000000002
SPXW241212C05790000,5790.0,0.07123287671232877,149.55
SPXW241212C05800000,5800.0,0.07123287671232877,142.75
SPXW241212C05810000,5810.0,0.07123287671232877,134.6
SPXW241212C05820000,5820.0,0.07123287671232877,127.30000000000001
SPXW241212C05825000,5825.0,0.07123287671232877,123.69999999999999
SPXW241212C05830000,5830.0,0.07123287671232877,120.15
SPXW241212C05840000,5840.0,0.07123287671232877,112.7
SPXW241212C05850000,5850.0,0.07123287671232877,105.9
SPXW241212C05860000,5860.0,0.07123287671232877,99.3
SPXW241212C05870000,5870.0,0.07123287671232877,92.9
SPXW241212C05875000,5875.0,0.07123287671232877,89.8
SPXW241212C05880000,5880.0,0.07123287671232877,86.80000000000001
SPXW241212C05900000,5900.0,0.07123287671232877,75.0
SPXW241212C05925000,5925.0,0.07123287671232877,61.55
SPXW241212C05950000,5950.0,0.07123287671232877,49.599999999999994
SPXW241212C05970000,5970.0,0.07123287671232877,41.2
SPXW241212C05980000,5980.0,0.07123287671232877,37.35
SPXW241212C05990000,5990.0,0.07123287671232877,33.75
SPXW241212C06000000,6000.0,0.07123287671232877,30.6
SPXW241212C06025000,6025.0,0.07123287671232877,23.35
SPXW241212C06030000,6030.0,0.07123287671232877,22.1
SPXW241212C06040000,6040.0,0.07123287671232877,19.75
SPXW241212C06050000,6050.0,0.07123287671232877,17.65
SPXW241212C06060000,6060.0,0.07123287671232877,15.700000000000001
SPXW241212C06075000,6075.0,0.07123287671232877,13.15
SPXW241212C06100000,6100.0,0.07123287671232877,9.75
SPXW241212C06125000,6125.0,0.07123287671232877,7.050000000000001
SPXW241212C06150000,6150.0,0.07123287671232877,5.1
SPXW241212C06175000,6175.0,0.07123287671232877,3.65
SPXW241212C06200000,6200.0,0.07123287671232877,2.5999999999999996
SPXW241212C06250000,6250.0,0.07123287671232877,1.35
SPXW241212C06300000,6300.0,0.07123287671232877,0.8
SPXW241212C06400000,6400.0,0.07123287671232877,0.375
SPXW241212C06500000,6500.0,0.07123287671232877,0.35
SPXW241212C06600000,6600.0,0.07123287671232877,0.25
SPXW241212C07600000,7600.0,0.07123287671232877,0.2
SPXW241213C03800000,3800.0,0.07397260273972603,2087.2
SPXW241213C04000000,4000.0,0.07397260273972603,1888.3
SPXW241213C04400000,4400.0,0.07397260273972603,1490.65
SPXW241213C04500000,4500.0,0.07397260273972603,1391.35
SPXW241213C04600000,4600.0,0.07397260273972603,1292.05
SPXW241213C04700000,4700.0,0.07397260273972603,1192.8
SPXW241213C04800000,4800.0,0.07397260273972603,1093.6
SPXW241213C04900000,4900.0,0.07397260273972603,994.4000000000001
SPXW241213C05000000,5000.0,0.07397260273972603,894.7
SPXW241213C05100000,5100.0,0.07397260273972603,796.4
SPXW241213C05300000,5300.0,0.07397260273972603,599.6
SPXW241213C05350000,5350.0,0.07397260273972603,550.85
SPXW241213C05380000,5380.0,0.07397260273972603,521.8
SPXW241213C05400000,5400.0,0.07397260273972603,502.45000000000005
SPXW241213C05430000,5430.0,0.07397260273972603,473.5
SPXW241213C05450000,5450.0,0.07397260273972603,454.35
SPXW241213C05460000,5460.0,0.07397260273972603,442.9
SPXW241213C05475000,5475.0,0.07397260273972603,430.5
SPXW241213C05480000,5480.0,0.07397260273972603,425.75
SPXW241213C05490000,5490.0,0.07397260273972603,416.3
SPXW241213C05500000,5500.0,0.07397260273972603,406.8
SPXW241213C05510000,5510.0,0.07397260273972603,397.4
SPXW241213C05520000,5520.0,0.07397260273972603,387.95000000000005
SPXW241213C05550000,5550.0,0.07397260273972603,359.9
SPXW241213C05575000,5575.0,0.07397260273972603,336.79999999999995
SPXW241213C05580000,5580.0,0.07397260273972603,332.25
SPXW241213C05590000,5590.0,0.07397260273972603,323.05
SPXW241213C05600000,5600.0,0.07397260273972603,313.95
SPXW241213C05610000,5610.0,0.07397260273972603,304.85
SPXW241213C05625000,5625.0,0.07397260273972603,291.35
SPXW241213C05630000,5630.0,0.07397260273972603,286.85
SPXW241213C05635000,5635.0,0.07397260273972603,282.4
SPXW241213C05640000,5640.0,0.07397260273972603,277.95
SPXW241213C05650000,5650.0,0.07397260273972603,269.05
SPXW241213C05660000,5660.0,0.07397260273972603,260.25
SPXW241213C05665000,5665.0,0.07397260273972603,255.85
SPXW241213C05670000,5670.0,0.07397260273972603,251.5
SPXW241213C05675000,5675.0,0.07397260273972603,247.15
SPXW241213C05690000,5690.0,0.07397260273972603,234.2
SPXW241213C05700000,5700.0,0.07397260273972603,225.64999999999998
SPXW241213C05705000,5705.0,0.07397260273972603,221.4
SPXW241213C05710000,5710.0,0.07397260273972603,217.2
SPXW241213C05715000,5715.0,0.07397260273972603,213.0
SPXW241213C05720000,5720.0,0.07397260273972603,208.8
SPXW241213C05725000,5725.0,0.07397260273972603,204.64999999999998
SPXW241213C05730000,5730.0,0.07397260273972603,200.5
SPXW241213C05740000,5740.0,0.07397260273972603,192.3
SPXW241213C05745000,5745.0,0.07397260273972603,188.2
SPXW241213C05750000,5750.0,0.07397260273972603,184.2
SPXW241213C05760000,5760.0,0.07397260273972603,176.2
SPXW241213C05765000,5765.0,0.07397260273972603,172.2
SPXW241213C05770000,5770.0,0.07397260273972603,168.3
SPXW241213C05775000,5775.0,0.07397260273972603,164.35
SPXW241213C05780000,5780.0,0.07397260273972603,160.5
SPXW241213C05790000,5790.0,0.07397260273972603,152.8
SPXW241213C05800000,5800.0,0.07397260273972603,145.25
SPXW241213C05805000,5805.0,0.07397260273972603,141.55
SPXW241213C05810000,5810.0,0.07397260273972603,137.85
SPXW241213C05815000,5815.0,0.07397260273972603,134.2
SPXW241213C05820000,5820.0,0.07397260273972603,130.55
SPXW241213C05825000,5825.0,0.07397260273972603,126.55000000000001
SPXW241213C05830000,5830.0,0.07397260273972603,123.45
SPXW241213C05840000,5840.0,0.07397260273972603,115.85
SPXW241213C05850000,5850.0,0.07397260273972603,109.25
SPXW241213C05860000,5860.0,0.07397260273972603,102.45
SPXW241213C05870000,5870.0,0.07397260273972603,96.05
SPXW241213C05875000,5875.0,0.07397260273972603,92.85
SPXW241213C05880000,5880.0,0.07397260273972603,89.8
SPXW241213C05885000,5885.0,0.07397260273972603,86.75
SPXW241213C05890000,5890.0,0.07397260273972603,83.95
SPXW241213C05895000,5895.0,0.07397260273972603,80.85
SPXW241213C05900000,5900.0,0.07397260273972603,77.95
SPXW241213C05910000,5910.0,0.07397260273972603,72.35
SPXW241213C05920000,5920.0,0.07397260273972603,67.05
SPXW241213C05925000,5925.0,0.07397260273972603,64.35
SPXW241213C05930000,5930.0,0.07397260273972603,61.8
SPXW241213C05940000,5940.0,0.07397260273972603,56.900000000000006
SPXW241213C05950000,5950.0,0.07397260273972603,52.2
SPXW241213C05955000,5955.0,0.07397260273972603,50.0
SPXW241213C05960000,5960.0,0.07397260273972603,47.95
SPXW241213C05965000,5965.0,0.07397260273972603,45.7
SPXW241213C05970000,5970.0,0.07397260273972603,43.8
SPXW241213C05975000,5975.0,0.07397260273972603,41.55
SPXW241213C05980000,5980.0,0.07397260273972603,39.9
SPXW241213C05990000,5990.0,0.07397260273972603,36.1
SPXW241213C06000000,6000.0,0.07397260273972603,32.849999999999994
SPXW241213C06010000,6010.0,0.07397260273972603,29.55
SPXW241213C06020000,6020.0,0.07397260273972603,26.8
SPXW241213C06025000,6025.0,0.07397260273972603,25.3
SPXW241213C06030000,6030.0,0.07397260273972603,23.95
SPXW241213C06040000,6040.0,0.07397260273972603,21.55
SPXW241213C06050000,6050.0,0.07397260273972603,19.4
SPXW241213C06070000,6070.0,0.07397260273972603,15.5
SPXW241213C06075000,6075.0,0.07397260273972603,14.7
SPXW241213C06090000,6090.0,0.07397260273972603,12.35
SPXW241213C06100000,6100.0,0.07397260273972603,11.0
SPXW241213C06125000,6125.0,0.07397260273972603,8.1
SPXW241213C06130000,6130.0,0.07397260273972603,7.6
SPXW241213C06140000,6140.0,0.07397260273972603,6.7
SPXW241213C06150000,6150.0,0.07397260273972603,5.95
SPXW241213C06160000,6160.0,0.07397260273972603,5.25
SPXW241213C06170000,6170.0,0.07397260273972603,4.45
SPXW241213C06175000,6175.0,0.07397260273972603,4.3
SPXW241213C06180000,6180.0,0.07397260273972603,4.0
SPXW241213C06190000,6190.0,0.07397260273972603,3.5
SPXW241213C06200000,6200.0,0.07397260273972603,3.125
SPXW241213C06225000,6225.0,0.07397260273972603,2.25
SPXW241213C06250000,6250.0,0.07397260273972603,1.65
SPXW241213C06275000,6275.0,0.07397260273972603,1.225
SPXW241213C06300000,6300.0,0.07397260273972603,0.9500000000000001
SPXW241213C06350000,6350.0,0.07397260273972603,0.625
SPXW241213C06400000,6400.0,0.07397260273972603,0.425
SPXW241213C06450000,6450.0,0.07397260273972603,0.325
SPXW241213C06500000,6500.0,0.07397260273972603,0.275
SPXW241213C06600000,6600.0,0.07397260273972603,0.25
SPXW241213C06800000,6800.0,0.07397260273972603,0.3
SPXW241216C05830000,5830.0,0.0821917808219178,125.6
SPXW241216C05880000,5880.0,0.0821917808219178,92.0
SPXW241216C05900000,5900.0,0.0821917808219178,80.19999999999999
SPXW241216C05920000,5920.0,0.0821917808219178,69.1
SPXW241216C05975000,5975.0,0.0821917808219178,43.65
SPXW241216C05980000,5980.0,0.0821917808219178,41.6
SPXW241216C06000000,6000.0,0.0821917808219178,34.6
SPXW241216C06025000,6025.0,0.0821917808219178,27.0
SPXW241216C06050000,6050.0,0.0821917808219178,20.85
SPXW241216C06100000,6100.0,0.0821917808219178,12.0
SPXW241216C06150000,6150.0,0.0821917808219178,6.6
SPXW241216C06200000,6200.0,0.0821917808219178,3.55
SPXW241216C06300000,6300.0,0.0821917808219178,1.1
SPXW241216C06400000,6400.0,0.0821917808219178,0.5
SPXW241217C05920000,5920.0,0.08493150684931507,71.4
SPXW241217C05950000,5950.0,0.08493150684931507,56.400000000000006
SPXW241217C05990000,5990.0,0.08493150684931507,39.8
SPXW241217C06000000,6000.0,0.08493150684931507,36.35
SPXW241217C06010000,6010.0,0.08493150684931507,33.1
SPXW241217C06020000,6020.0,0.08493150684931507,30.1
SPXW241217C06025000,6025.0,0.08493150684931507,28.65
SPXW241217C06030000,6030.0,0.08493150684931507,27.25
SPXW241217C06050000,6050.0,0.08493150684931507,22.3
SPXW241217C06075000,6075.0,0.08493150684931507,17.200000000000003
SPXW241217C06100000,6100.0,0.08493150684931507,13.100000000000001
SPXW241217C06150000,6150.0,0.08493150684931507,7.449999999999999
SPXW241217C06200000,6200.0,0.08493150684931507,4.1
SPXW241217C06300000,6300.0,0.08493150684931507,1.275
SPXW241217C06400000,6400.0,0.08493150684931507,0.55
SPXW241217C06600000,6600.0,0.08493150684931507,0.48
SPXW241217C06700000,6700.0,0.08493150684931507,0.38
SPXW241219C05000000,5000.0,0.09041095890410959,899.05
SPXW241219C05300000,5300.0,0.09041095890410959,605.0
SPXW241219C05400000,5400.0,0.09041095890410959,508.75
SPXW241219C05500000,5500.0,0.09041095890410959,414.4
SPXW241219C05550000,5550.0,0.09041095890410959,368.25
SPXW241219C05575000,5575.0,0.09041095890410959,345.45
SPXW241219C05620000,5620.0,0.09041095890410959,305.1
SPXW241219C05625000,5625.0,0.09041095890410959,300.7
SPXW241219C05630000,5630.0,0.09041095890410959,296.25
SPXW241219C05640000,5640.0,0.09041095890410959,287.5
SPXW241219C05650000,5650.0,0.09041095890410959,278.75
SPXW241219C05660000,5660.0,0.09041095890410959,270.1
SPXW241219C05680000,5680.0,0.09041095890410959,252.89999999999998
SPXW241219C05690000,5690.0,0.09041095890410959,244.35
SPXW241219C05700000,5700.0,0.09041095890410959,236.0
SPXW241219C05710000,5710.0,0.09041095890410959,227.10000000000002
SPXW241219C05720000,5720.0,0.09041095890410959,219.4
SPXW241219C05725000,5725.0,0.09041095890410959,215.3
SPXW241219C05730000,5730.0,0.09041095890410959,211.2
SPXW241219C05750000,5750.0,0.09041095890410959,195.1
SPXW241219C05760000,5760.0,0.09041095890410959,187.2
SPXW241219C05775000,5775.0,0.09041095890410959,175.5
SPXW241219C05800000,5800.0,0.09041095890410959,156.55
SPXW241219C05825000,5825.0,0.09041095890410959,138.35000000000002
SPXW241219C05850000,5850.0,0.09041095890410959,120.55000000000001
SPXW241219C05900000,5900.0,0.09041095890410959,89.1
SPXW241219C06000000,6000.0,0.09041095890410959,41.8
SPXW241219C06100000,6100.0,0.09041095890410959,16.4
SPXW241219C06200000,6200.0,0.09041095890410959,5.6
SPXW241219C06300000,6300.0,0.09041095890410959,1.85
SPXW241219C06400000,6400.0,0.09041095890410959,0.725
SPXW241219C06600000,6600.0,0.09041095890410959,0.75
SPXW241219C06800000,6800.0,0.09041095890410959,0.6
SPXW241219C07000000,7000.0,0.09041095890410959,0.32
SPXW241219C07400000,7400.0,0.09041095890410959,0.25
SPX241220C00200000,200.0,0.09315068493150686,5671.299999999999
SPXW241220C00400000,400.0,0.09315068493150686,5464.41
SPX241220C00500000,500.0,0.09315068493150686,5467.0
SPX241220C00600000,600.0,0.09315068493150686,5273.299999999999
SPX241220C00800000,800.0,0.09315068493150686,5074.299999999999
SPX241220C01000000,1000.0,0.09315068493150686,4875.15
SPX241220C01200000,1200.0,0.09315068493150686,4676.15
SPXW241220C01400000,1400.0,0.09315068493150686,4478.05
SPX241220C01600000,1600.0,0.09315068493150686,4270.4
SPX241220C01800000,1800.0,0.09315068493150686,4080.0
SPX241220C01900000,1900.0,0.09315068493150686,3980.5
SPX241220C02000000,2000.0,0.09315068493150686,3880.25
SPXW241220C02100000,2100.0,0.09315068493150686,3710.7
SPX241220C02200000,2200.0,0.09315068493150686,3682.0
SPX241220C02300000,2300.0,0.09315068493150686,3435.8
SPX241220C02400000,2400.0,0.09315068493150686,3483.05
SPX241220C02500000,2500.0,0.09315068493150686,3142.75
SPX241220C02600000,2600.0,0.09315068493150686,3283.4
SPXW241220C02700000,2700.0,0.09315068493150686,3030.85
SPXW241220C02750000,2750.0,0.09315068493150686,3072.25
SPXW241220C02800000,2800.0,0.09315068493150686,3019.45
SPX241220C02850000,2850.0,0.09315068493150686,2826.0
SPX241220C02900000,2900.0,0.09315068493150686,2985.6499999999996
SPX241220C02950000,2950.0,0.09315068493150686,2935.95
SPXW241220C03000000,3000.0,0.09315068493150686,2886.25
SPX241220C03050000,3050.0,0.09315068493150686,2678.1
SPX241220C03100000,3100.0,0.09315068493150686,2559.3500000000004
SPX241220C03150000,3150.0,0.09315068493150686,2524.45
SPX241220C03200000,3200.0,0.09315068493150686,2687.3500000000004
SPX241220C03225000,3225.0,0.09315068493150686,2662.45
SPX241220C03250000,3250.0,0.09315068493150686,1119.93
SPX241220C03300000,3300.0,0.09315068493150686,2241.1
SPX241220C03350000,3350.0,0.09315068493150686,2335.95
SPX241220C03400000,3400.0,0.09315068493150686,1992.95
SPX241220C03450000,3450.0,0.09315068493150686,1200.97
SPXW241220C03475000,3475.0,0.09315068493150686,2351.15
SPX241220C03500000,3500.0,0.09315068493150686,2388.0
SPXW241220C03550000,3550.0,0.09315068493150686,1837.15
SPX241220C03575000,3575.0,0.09315068493150686,1343.9
SPX241220C03600000,3600.0,0.09315068493150686,2288.55
SPX241220C03625000,3625.0,0.09315068493150686,1298.75
SPX241220C03650000,3650.0,0.09315068493150686,1559.4
SPXW241220C03675000,3675.0,0.09315068493150686,2215.2
SPX241220C03700000,3700.0,0.09315068493150686,2189.2
SPX241220C03750000,3750.0,0.09315068493150686,2140.6499999999996
SPXW241220C03775000,3775.0,0.09315068493150686,2115.8500000000004
SPXW241220C03800000,3800.0,0.09315068493150686,2091.05
SPX241220C03825000,3825.0,0.09315068493150686,2066.1
SPX241220C03850000,3850.0,0.09315068493150686,965.9
SPX241220C03875000,3875.0,0.09315068493150686,945.0
SPX241220C03900000,3900.0,0.09315068493150686,1990.6999999999998
SPX241220C03925000,3925.0,0.09315068493150686,1241.15
SPX241220C03950000,3950.0,0.09315068493150686,1320.7
SPX241220C03975000,3975.0,0.09315068493150686,986.5999999999999
SPX241220C04000000,4000.0,0.09315068493150686,1891.5
SPX241220C04025000,4025.0,0.09315068493150686,1867.5
SPX241220C04050000,4050.0,0.09315068493150686,1949.75
SPX241220C04075000,4075.0,0.09315068493150686,1344.1999999999998
SPX241220C04100000,4100.0,0.09315068493150686,1792.3
SPX241220C04125000,4125.0,0.09315068493150686,1063.5
SPX241220C04150000,4150.0,0.09315068493150686,1742.3000000000002
SPX241220C04175000,4175.0,0.09315068493150686,1253.25
SPX241220C04200000,4200.0,0.09315068493150686,1693.0
SPX241220C04225000,4225.0,0.09315068493150686,1320.65
SPX241220C04250000,4250.0,0.09315068493150686,1643.0500000000002
SPX241220C04275000,4275.0,0.09315068493150686,1483.5
SPXW241220C04300000,4300.0,0.09315068493150686,1594.65
SPX241220C04325000,4325.0,0.09315068493150686,1569.8
SPX241220C04350000,4350.0,0.09315068493150686,1445.15
SPX241220C04375000,4375.0,0.09315068493150686,1519.0500000000002
SPX241220C04400000,4400.0,0.09315068493150686,1494.1
SPX241220C04425000,4425.0,0.09315068493150686,1336.25
SPX241220C04450000,4450.0,0.09315068493150686,1445.0
SPX241220C04475000,4475.0,0.09315068493150686,1420.3
SPX241220C04500000,4500.0,0.09315068493150686,1395.1999999999998
SPX241220C04520000,4520.0,0.09315068493150686,1376.45
SPXW241220C04525000,4525.0,0.09315068493150686,1371.6
SPX241220C04530000,4530.0,0.09315068493150686,1366.55
SPX241220C04540000,4540.0,0.09315068493150686,1356.65
SPXW241220C04550000,4550.0,0.09315068493150686,1346.85
SPX241220C04560000,4560.0,0.09315068493150686,1190.75
SPX241220C04570000,4570.0,0.09315068493150686,1180.95
SPX241220C04575000,4575.0,0.09315068493150686,1267.75
SPX241220C04600000,4600.0,0.09315068493150686,1296.4499999999998
SPX241220C04610000,4610.0,0.09315068493150686,1296.0500000000002
SPX241220C04620000,4620.0,0.09315068493150686,1142.45
SPX241220C04625000,4625.0,0.09315068493150686,1271.65
SPX241220C04640000,4640.0,0.09315068493150686,1060.0
SPX241220C04650000,4650.0,0.09315068493150686,1246.7
SPX241220C04670000,4670.0,0.09315068493150686,1227.95
SPX241220C04675000,4675.0,0.09315068493150686,898.3
SPX241220C04680000,4680.0,0.09315068493150686,1218.05
SPX241220C04690000,4690.0,0.09315068493150686,1208.15
SPX241220C04700000,4700.0,0.09315068493150686,1197.4
SPX241220C04725000,4725.0,0.09315068493150686,1172.35
SPXW241220C04730000,4730.0,0.09315068493150686,1168.6
SPX241220C04740000,4740.0,0.09315068493150686,1158.65
SPXW241220C04750000,4750.0,0.09315068493150686,1148.85
SPX241220C04760000,4760.0,0.09315068493150686,1149.3000000000002
SPX241220C04775000,4775.0,0.09315068493150686,1122.85
SPX241220C04780000,4780.0,0.09315068493150686,737.2
SPXW241220C04790000,4790.0,0.09315068493150686,1120.4
SPXW241220C04800000,4800.0,0.09315068493150686,1099.4
SPXW241220C04810000,4810.0,0.09315068493150686,1089.5
SPX241220C04820000,4820.0,0.09315068493150686,802.65
SPX241220C04825000,4825.0,0.09315068493150686,1074.6
SPX241220C04830000,4830.0,0.09315068493150686,1069.6
SPX241220C04840000,4840.0,0.09315068493150686,1059.75
SPX241220C04850000,4850.0,0.09315068493150686,1049.0500000000002
SPX241220C04860000,4860.0,0.09315068493150686,1040.0
SPX241220C04870000,4870.0,0.09315068493150686,1030.1
SPX241220C04875000,4875.0,0.09315068493150686,1024.45
SPX241220C04880000,4880.0,0.09315068493150686,1020.1999999999999
SPX241220C04890000,4890.0,0.09315068493150686,950.2
SPX241220C04900000,4900.0,0.09315068493150686,999.3
SPX241220C04910000,4910.0,0.09315068493150686,612.3
SPX241220C04920000,4920.0,0.09315068493150686,970.8
SPXW241220C04925000,4925.0,0.09315068493150686,975.85
SPX241220C04930000,4930.0,0.09315068493150686,983.85
SPXW241220C04940000,4940.0,0.09315068493150686,961.05
SPXW241220C04950000,4950.0,0.09315068493150686,951.2
SPXW241220C04960000,4960.0,0.09315068493150686,941.3
SPX241220C04970000,4970.0,0.09315068493150686,791.0
SPX241220C04975000,4975.0,0.09315068493150686,925.55
SPXW241220C04980000,4980.0,0.09315068493150686,935.9
SPXW241220C04990000,4990.0,0.09315068493150686,926.3
SPX241220C05000000,5000.0,0.09315068493150686,900.95
SPXW241220C05010000,5010.0,0.09315068493150686,907.0
SPXW241220C05020000,5020.0,0.09315068493150686,882.2
SPXW241220C05025000,5025.0,0.09315068493150686,892.55
SPX241220C05030000,5030.0,0.09315068493150686,872.15
SPXW241220C05040000,5040.0,0.09315068493150686,970.05
SPX241220C05050000,5050.0,0.09315068493150686,851.35
SPXW241220C05060000,5060.0,0.09315068493150686,858.9
SPX241220C05070000,5070.0,0.09315068493150686,832.7
SPXW241220C05075000,5075.0,0.09315068493150686,482.95
SPX241220C05080000,5080.0,0.09315068493150686,822.9000000000001
SPX241220C05090000,5090.0,0.09315068493150686,813.0999999999999
SPXW241220C05100000,5100.0,0.09315068493150686,867.85
SPXW241220C05110000,5110.0,0.09315068493150686,799.26
SPXW241220C05120000,5120.0,0.09315068493150686,419.0
SPXW241220C05125000,5125.0,0.09315068493150686,778.95
SPXW241220C05130000,5130.0,0.09315068493150686,699.3
SPXW241220C05140000,5140.0,0.09315068493150686,453.71
SPXW241220C05150000,5150.0,0.09315068493150686,764.98
SPXW241220C05160000,5160.0,0.09315068493150686,744.7
SPXW241220C05170000,5170.0,0.09315068493150686,656.18
SPXW241220C05175000,5175.0,0.09315068493150686,854.67
SPXW241220C05180000,5180.0,0.09315068493150686,631.35
SPXW241220C05190000,5190.0,0.09315068493150686,706.1
SPX241220C05200000,5200.0,0.09315068493150686,703.95
SPX241220C05210000,5210.0,0.09315068493150686,695.5
SPXW241220C05220000,5220.0,0.09315068493150686,786.05
SPXW241220C05225000,5225.0,0.09315068493150686,793.76
SPX241220C05230000,5230.0,0.09315068493150686,676.0
SPX241220C05240000,5240.0,0.09315068493150686,666.25
